station_id,station_name,city,line_name,latitude,longitude,station_type,station_tier,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_afc_gates,platform_capacity,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes
DEL033,Jahangirpuri,Delhi,Yellow Line,28.71,77.16,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL034,Adarsh Nagar,Delhi,Yellow Line,28.70,77.17,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL035,Azadpur,Delhi,Yellow Line-Pink Line,28.69,77.18,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Transit Hub,Metro;Bus
DEL036,Model Town,Delhi,Yellow Line,28.68,77.19,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL037,GTB Nagar,Delhi,Yellow Line,28.67,77.20,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
DEL038,Vishwavidyalaya,Delhi,Yellow Line,28.66,77.21,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
DEL039,Vidhan Sabha,Delhi,Yellow Line,28.65,77.22,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Govt,Metro;Bus
DEL040,Civil Lines,Delhi,Yellow Line,28.64,77.22,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL041,Kashmere Gate,Delhi,Yellow Line-Red Line-Violet Line,28.66,77.22,Interchange,Tier-3,1,6,16,12,8,24,2500,3000,25,Transit Hub,Metro;Rail;Bus
DEL042,Chandni Chowk,Delhi,Yellow Line,28.65,77.23,Regular,Tier-3,0,2,6,4,2,10,1800,2100,15,Commercial,Metro;Rail;Bus
DEL043,Chawri Bazar,Delhi,Yellow Line,28.64,77.23,Regular,Tier-3,0,2,6,4,2,10,1800,2100,15,Commercial,Metro;Bus
DEL044,New Delhi,Delhi,Yellow Line-Airport Express,28.63,77.22,Interchange,Tier-3,1,4,12,8,6,20,2500,3000,20,Transit Hub,Metro;Rail;Bus
DEL045,Rajiv Chowk,Delhi,Yellow Line-Blue Line,28.63,77.21,Interchange,Tier-3,1,4,14,10,6,22,2500,3000,30,Commercial,Metro;Bus
DEL046,Patel Chowk,Delhi,Yellow Line,28.62,77.21,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Govt,Metro;Bus
DEL047,Central Secretariat,Delhi,Yellow Line-Violet Line,28.61,77.21,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Govt,Metro;Bus
DEL048,Udyog Bhawan,Delhi,Yellow Line,28.60,77.21,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Govt,Metro;Bus
DEL049,Lok Kalyan Marg,Delhi,Yellow Line,28.59,77.21,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Govt,Metro;Bus
DEL050,Jor Bagh,Delhi,Yellow Line,28.58,77.21,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Residential,Metro;Bus
DEL051,Dilli Haat - INA,Delhi,Yellow Line-Pink Line,28.57,77.21,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Commercial,Metro;Bus
DEL052,AIIMS,Delhi,Yellow Line,28.56,77.21,Regular,Tier-3,0,2,6,4,2,10,1800,2100,12,Hospital,Metro;Bus
DEL053,Green Park,Delhi,Yellow Line,28.55,77.20,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Residential,Metro;Bus
DEL054,Hauz Khas,Delhi,Yellow Line-Magenta Line,28.54,77.20,Interchange,Tier-3,1,4,12,8,6,20,2400,2800,18,Transit Hub,Metro;Bus
DEL055,Malviya Nagar,Delhi,Yellow Line,28.53,77.20,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL056,Saket,Delhi,Yellow Line,28.52,77.20,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
DEL057,Qutab Minar,Delhi,Yellow Line,28.51,77.18,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Tourism,Metro;Bus
DEL058,Chhatarpur,Delhi,Yellow Line,28.50,77.17,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL059,Sultanpur,Delhi,Yellow Line,28.49,77.15,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL060,Ghitorni,Delhi,Yellow Line,28.48,77.14,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL061,Arjan Garh,Delhi,Yellow Line,28.47,77.12,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL062,Guru Dronacharya,Delhi,Yellow Line,28.47,77.10,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Corporate,Metro;Bus
DEL063,Sikanderpur,Delhi,Yellow Line-Rapid Metro,28.48,77.09,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Corporate,Metro;Bus
DEL064,MG Road,Delhi,Yellow Line,28.48,77.08,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Commercial,Metro;Bus
DEL065,IFFCO Chowk,Delhi,Yellow Line,28.47,77.07,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Corporate,Metro;Bus
DEL066,Millennium City Centre Gurugram,Delhi,Yellow Line,28.46,77.07,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Corporate,Metro;Bus
DEL067,Noida Electronic City,Delhi,Blue Line,28.62,77.37,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Corporate,Metro;Bus
DEL068,Noida Sector 62,Delhi,Blue Line,28.62,77.36,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Corporate,Metro;Bus
DEL069,Noida Sector 59,Delhi,Blue Line,28.61,77.35,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Corporate,Metro;Bus
DEL070,Noida Sector 61,Delhi,Blue Line,28.60,77.35,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL071,Noida Sector 52,Delhi,Blue Line,28.59,77.34,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Transit Hub,Metro;Bus
DEL072,Noida Sector 34,Delhi,Blue Line,28.58,77.34,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL073,Noida City Centre,Delhi,Blue Line,28.57,77.35,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL074,Golf Course,Delhi,Blue Line,28.56,77.34,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL075,Botanical Garden,Delhi,Blue Line-Magenta Line,28.56,77.33,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,15,Transit Hub,Metro;Bus
DEL076,Noida Sector 18,Delhi,Blue Line,28.57,77.32,Regular,Tier-2,0,2,6,4,2,10,1800,2100,12,Commercial,Metro;Bus
DEL077,Noida Sector 16,Delhi,Blue Line,28.58,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Corporate,Metro;Bus
DEL078,Noida Sector 15,Delhi,Blue Line,28.59,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL079,New Ashok Nagar,Delhi,Blue Line,28.59,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL080,Mayur Vihar Extension,Delhi,Blue Line,28.60,77.29,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL081,Mayur Vihar-I,Delhi,Blue Line-Pink Line,28.60,77.29,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Residential,Metro;Bus
DEL082,Akshardham,Delhi,Blue Line,28.62,77.28,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Tourism,Metro;Bus
DEL083,Yamuna Bank,Delhi,Blue Line-Blue Line Branch,28.62,77.27,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,10,Transit Hub,Metro;Bus
DEL084,Indraprastha,Delhi,Blue Line,28.62,77.25,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Govt,Metro;Bus
DEL085,Supreme Court,Delhi,Blue Line,28.62,77.24,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Govt,Metro;Bus
DEL086,Mandi House,Delhi,Blue Line-Violet Line,28.63,77.23,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Culture,Metro;Bus
DEL087,Barakhamba Road,Delhi,Blue Line,28.63,77.22,Regular,Tier-3,0,2,6,4,2,10,1800,2100,12,Corporate,Metro;Bus
DEL088,Rajiv Chowk,Delhi,Blue Line-Yellow Line,28.63,77.21,Interchange,Tier-3,1,4,14,10,6,22,2500,3000,30,Commercial,Metro;Bus
DEL089,RK Ashram Marg,Delhi,Blue Line,28.64,77.21,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL090,Jhandewalan,Delhi,Blue Line,28.64,77.20,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
DEL091,Karol Bagh,Delhi,Blue Line,28.64,77.19,Regular,Tier-2,0,2,6,4,2,10,1800,2100,15,Commercial,Metro;Bus
DEL092,Rajendra Place,Delhi,Blue Line,28.64,77.18,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Corporate,Metro;Bus
DEL093,Patel Nagar,Delhi,Blue Line,28.65,77.17,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL094,Shadipur,Delhi,Blue Line,28.65,77.16,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL095,Kirti Nagar,Delhi,Blue Line-Green Line,28.65,77.15,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Commercial,Metro;Bus
DEL096,Moti Nagar,Delhi,Blue Line,28.66,77.14,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL097,Ramesh Nagar,Delhi,Blue Line,28.66,77.13,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL098,Rajouri Garden,Delhi,Blue Line-Pink Line,28.65,77.12,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,15,Commercial,Metro;Bus
DEL099,Tagore Garden,Delhi,Blue Line,28.65,77.11,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL100,Subhash Nagar,Delhi,Blue Line,28.64,77.10,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL101,Tilak Nagar,Delhi,Blue Line,28.64,77.09,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL102,Janakpuri East,Delhi,Blue Line,28.63,77.08,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL103,Janakpuri West,Delhi,Blue Line-Magenta Line,28.63,77.07,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Transit Hub,Metro;Bus
DEL104,Uttam Nagar East,Delhi,Blue Line,28.62,77.06,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL105,Uttam Nagar West,Delhi,Blue Line,28.62,77.05,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL106,Nawada,Delhi,Blue Line,28.62,77.04,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL107,Dwarka Mor,Delhi,Blue Line,28.62,77.03,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
DEL108,Dwarka,Delhi,Blue Line-Grey Line,28.61,77.02,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Residential,Metro;Bus
DEL109,Dwarka Sector 14,Delhi,Blue Line,28.60,77.02,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL110,Dwarka Sector 13,Delhi,Blue Line,28.59,77.03,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL111,Dwarka Sector 12,Delhi,Blue Line,28.59,77.04,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL112,Dwarka Sector 11,Delhi,Blue Line,28.58,77.04,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL113,Dwarka Sector 10,Delhi,Blue Line,28.58,77.05,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL114,Dwarka Sector 9,Delhi,Blue Line,28.57,77.06,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL115,Dwarka Sector 8,Delhi,Blue Line,28.56,77.06,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL116,Dwarka Sector 21,Delhi,Blue Line-Airport Express,28.55,77.06,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,15,Airport Hub,Metro;Bus
DEL117,Vaishali,Delhi,Blue Line Branch,28.65,77.34,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Residential,Metro;Bus
DEL118,Kaushambi,Delhi,Blue Line Branch,28.64,77.32,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL119,Anand Vihar ISBT,Delhi,Blue Line Branch-Pink Line,28.65,77.31,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,20,Transit Hub,Metro;Rail;Bus
DEL120,Karkarduma,Delhi,Blue Line Branch-Pink Line,28.65,77.30,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Court,Metro;Bus
DEL121,Preet Vihar,Delhi,Blue Line Branch,28.64,77.29,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL122,Nirman Vihar,Delhi,Blue Line Branch,28.63,77.28,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
DEL123,Laxmi Nagar,Delhi,Blue Line Branch,28.63,77.27,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Education,Metro;Bus
DEL124,Yamuna Bank,Delhi,Blue Line Branch-Blue Line,28.62,77.27,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,10,Transit Hub,Metro;Bus
DEL125,Kirti Nagar,Delhi,Green Line-Blue Line,28.65,77.15,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Commercial,Metro;Bus
DEL126,Satguru Ram Singh Marg,Delhi,Green Line,28.66,77.15,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL127,Inderlok,Delhi,Green Line-Red Line,28.67,77.17,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Transit Hub,Metro;Bus
DEL128,Ashok Park Main,Delhi,Green Line,28.67,77.16,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL129,Punjabi Bagh,Delhi,Green Line,28.67,77.14,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL130,Punjabi Bagh West,Delhi,Green Line-Pink Line,28.67,77.13,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Residential,Metro;Bus
DEL131,Shivaji Park,Delhi,Green Line,28.67,77.12,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL132,Madipur,Delhi,Green Line,28.67,77.11,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL133,Paschim Vihar East,Delhi,Green Line,28.68,77.10,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL134,Paschim Vihar West,Delhi,Green Line,28.68,77.09,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL135,Peeragarhi,Delhi,Green Line,28.68,77.08,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Transit Hub,Metro;Bus
DEL136,Udyog Nagar,Delhi,Green Line,28.68,77.07,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL137,Maharaja Surajmal Stadium,Delhi,Green Line,28.68,77.06,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
DEL138,Nangloi,Delhi,Green Line,28.68,77.05,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL139,Nangloi Railway Station,Delhi,Green Line,28.68,77.04,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Rail Hub,Metro;Rail;Bus
DEL140,Rajdhani Park,Delhi,Green Line,28.69,77.02,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL141,Mundka,Delhi,Green Line,28.69,77.00,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL142,Mundka Industrial Area (MIA),Delhi,Green Line,28.69,76.98,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL143,Ghevra Metro Station,Delhi,Green Line,28.69,76.96,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL144,Tikri Kalan,Delhi,Green Line,28.69,76.94,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL145,Tikri Border,Delhi,Green Line,28.69,76.93,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Border,Metro;Bus
DEL146,Pandit Shree Ram Sharma,Delhi,Green Line,28.69,76.91,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL147,Bahadurgarh City,Delhi,Green Line,28.68,76.90,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL148,Brig. Hoshiar Singh,Delhi,Green Line,28.68,76.89,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Residential,Metro;Bus
DEL149,Kashmere Gate,Delhi,Violet Line-Red Line-Yellow Line,28.66,77.22,Interchange,Tier-3,1,6,16,12,8,24,2500,3000,25,Transit Hub,Metro;Rail;Bus
DEL150,Lal Quila,Delhi,Violet Line,28.65,77.24,Regular,Tier-3,0,2,6,4,2,10,1800,2100,15,Tourism,Metro;Bus
DEL151,Jama Masjid,Delhi,Violet Line,28.65,77.23,Regular,Tier-3,0,2,6,4,2,10,1800,2100,15,Tourism,Metro;Bus
DEL152,Delhi Gate,Delhi,Violet Line,28.64,77.24,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Heritage,Metro;Bus
DEL153,ITO,Delhi,Violet Line,28.63,77.24,Regular,Tier-3,0,2,6,4,2,10,1800,2100,12,Govt,Metro;Bus
DEL154,Mandi House,Delhi,Violet Line-Blue Line,28.63,77.23,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Culture,Metro;Bus
DEL155,Janpath,Delhi,Violet Line,28.62,77.22,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Shopping,Metro;Bus
DEL156,Central Secretariat,Delhi,Violet Line-Yellow Line,28.61,77.21,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Govt,Metro;Bus
DEL157,Khan Market,Delhi,Violet Line,28.60,77.22,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Shopping,Metro;Bus
DEL158,Jawaharlal Nehru Stadium,Delhi,Violet Line,28.59,77.23,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Sports,Metro;Bus
DEL159,Jangpura,Delhi,Violet Line,28.58,77.24,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL160,Lajpat Nagar,Delhi,Violet Line-Pink Line,28.57,77.24,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Shopping,Metro;Bus
DEL161,Moolchand,Delhi,Violet Line,28.56,77.24,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL162,Kailash Colony,Delhi,Violet Line,28.55,77.24,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL163,Nehru Place,Delhi,Violet Line,28.55,77.25,Regular,Tier-2,0,2,6,4,2,10,1800,2100,15,IT Hub,Metro;Bus
DEL164,Kalkaji Mandir,Delhi,Violet Line-Magenta Line,28.54,77.25,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Religious,Metro;Bus
DEL165,Govind Puri,Delhi,Violet Line,28.53,77.26,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL166,Harkesh Nagar Okhla,Delhi,Violet Line,28.53,77.27,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL167,Jasola Apollo,Delhi,Violet Line,28.53,77.28,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Hospital,Metro;Bus
DEL168,Sarita Vihar,Delhi,Violet Line,28.52,77.29,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL169,Mohan Estate,Delhi,Violet Line,28.51,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL170,Tughlakabad Station,Delhi,Violet Line,28.50,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL171,Badarpur Border,Delhi,Violet Line,28.49,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Border,Metro;Bus
DEL172,Sarai,Delhi,Violet Line,28.47,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL173,NHPC Chowk,Delhi,Violet Line,28.46,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL174,Mewala Maharajpur,Delhi,Violet Line,28.45,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL175,Sector 28,Delhi,Violet Line,28.44,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL176,Badakal Mor,Delhi,Violet Line,28.42,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL177,Old Faridabad,Delhi,Violet Line,28.41,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Rail Hub,Metro;Rail;Bus
DEL178,Neelam Chowk Ajronda,Delhi,Violet Line,28.40,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
